year,country,region,latitude,longitude,date,remote_sale,salesman_position,product_type,product_subtype,number_of_sales,distance_travelled_in_KM,sales_amount_in_dollars,unit_price
2015,Turkey,Middle East & North Africa,38.458431,40.648369,2015-7-25,NO,junior,energy,standard,603,2025.6399543770303,105699.38471408008,175.28919521406314
2015,India,South Asia,33.68506,75.219862,2015-7-25,NO,senior,energy,used,489,2001.0635522149132,71439.27466671326,146.09258623049746
2015,India,South Asia,17.710984,83.239285,2015-7-24,YES,junior,gold,used,442,0.0,76101.52313073908,172.1753916985047
2015,Turkey,Middle East & North Africa,39.146145000000004,42.54096,2015-7-27,YES,lead,energy,standard,520,0.0,69056.56871730117,132.80109368711763
2015,Nigeria,Sub-Saharan Africa,11.273867999999998,11.999819,2015-7-31,NO,senior,gold,standard,534,1962.4550010343942,104604.48158837226,195.8885423003226
2015,Turkey,Middle East & North Africa,37.418099,41.268707,2015-8-1,NO,senior,energy,premium,555,2005.689385006183,76901.6953395994,138.56161322450345
2015,Turkey,Middle East & North Africa,39.672123,44.050329999999995,2015-8-2,YES,senior,energy,used,458,0.0,59666.29423532893,130.2757516055217
2015,Nigeria,Sub-Saharan Africa,11.654395,13.422079,2015-8-2,NO,senior,automotive,used,434,1994.019210794145,68499.22542874057,157.83231665608426
2015,India,South Asia,32.914418,75.141737,2015-8-5,NO,lead,automotive,standard,419,2011.1773721772795,51735.36312946969,123.47342035672958
2015,Egypt,Middle East & North Africa,31.212542,34.122335,2015-8-4,NO,junior,automotive,standard,561,2004.1126957584481,73043.57474119017,130.20245051905556
2015,Thailand,Southeast Asia,6.545856,101.638533,2015-8-6,NO,junior,semiconductors,used,428,1979.6899457210327,48096.89016825696,112.37591160807702
2015,Turkey,Middle East & North Africa,39.141959,43.912439,2015-8-7,NO,senior,energy,standard,645,2007.5427198260254,106754.90654107282,165.51148300941523
2015,Egypt,Middle East & North Africa,31.130965000000003,33.802411,2015-8-9,YES,VP,energy,standard,585,0.0,96316.59569377954,164.64375332270006
2015,Nigeria,Sub-Saharan Africa,10.880887,12.503084,2015-8-9,NO,senior,energy,standard,521,2009.6385381295659,75051.58607184596,144.05294831448361
2015,Turkey,Middle East & North Africa,40.968423,29.261946000000002,2015-8-10,YES,senior,gold,standard,658,0.0,75778.06111491422,115.16422661841067
2015,Nigeria,Sub-Saharan Africa,7.506446,9.605897,2015-8-10,NO,senior,semiconductors,standard,458,2003.2381534859617,77191.23481345054,168.53981400316712
2015,Nigeria,Sub-Saharan Africa,10.602988999999999,13.032145,2015-8-15,NO,junior,energy,standard,485,1999.4962906370947,85194.03461965741,175.65780333949982
2015,Turkey,Middle East & North Africa,39.297996000000005,41.014368,2015-8-15,NO,junior,semiconductors,premium,468,2041.7294930516869,60275.92034699317,128.79470159613925
2015,Thailand,Southeast Asia,13.744439999999999,100.54056,2015-8-17,NO,senior,energy,used,405,2002.920991106987,72886.39494224524,179.96640726480305
2015,Nigeria,Sub-Saharan Africa,12.039508,13.918609,2015-8-21,YES,senior,automotive,premium,503,0.0,84324.88749981186,167.64391153044107
2015,India,South Asia,24.385399,93.77713100000001,2015-8-22,NO,junior,energy,used,684,1989.4001750086059,100416.644377172,146.80795961574853
2015,Egypt,Middle East & North Africa,30.671647999999998,33.88896,2015-8-23,NO,junior,semiconductors,premium,490,2014.4682708020846,91643.03941095692,187.02661104276922
2015,Egypt,Middle East & North Africa,31.400744,30.417069,2015-8-24,YES,junior,energy,used,560,0.0,76910.96190166677,137.34100339583352
2015,Nigeria,Sub-Saharan Africa,11.459902,13.771973999999998,2015-8-25,NO,junior,automotive,used,575,2005.7049033417536,97664.65764341662,169.85157851028978
2015,Turkey,Middle East & North Africa,37.889517,41.129283,2015-9-1,NO,lead,semiconductors,standard,617,1995.368760645202,82259.82388836678,133.3222429309024
2015,Turkey,Middle East & North Africa,37.332346,42.185474,2015-9-4,NO,junior,semiconductors,standard,556,2020.0980488092428,85430.86319638205,153.65263164816915
2015,Turkey,Middle East & North Africa,37.30039,44.573785,2015-9-5,NO,junior,energy,premium,506,2046.462177761619,58534.01042244068,115.67986249494206
2015,Turkey,Middle East & North Africa,37.370458,44.041046,2015-9-6,NO,senior,energy,premium,521,2010.938814430412,90736.68308816069,174.1587007450301
2015,Turkey,Middle East & North Africa,37.912504,40.2391,2015-9-6,NO,junior,energy,premium,415,1967.582551218689,71612.22432957015,172.55957669775938
2015,Egypt,Middle East & North Africa,31.211938,34.151993,2015-9-7,NO,VP,energy,premium,258,2013.4869186991702,32669.373375411116,126.62547819926789
2015,Turkey,Middle East & North Africa,37.546026,41.720324,2015-9-8,YES,junior,gold,used,610,0.0,87862.08846773616,144.03621060284615
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-9-9,NO,junior,semiconductors,used,486,2021.3620169479157,57254.18577444236,117.80696661407893
2015,Turkey,Middle East & North Africa,37.924246000000004,40.209342,2015-9-11,YES,junior,energy,premium,615,0.0,85871.64570781477,139.6286922078289
2015,Egypt,Middle East & North Africa,31.216163,34.1151,2015-9-13,NO,junior,energy,premium,567,1974.1181127507773,76008.23457894009,134.0533237723811
2015,Turkey,Middle East & North Africa,37.070296,41.213784999999994,2015-9-15,NO,VP,semiconductors,premium,434,2012.026719230264,73318.11412020348,168.93574682074535
2015,Turkey,Middle East & North Africa,37.445932,43.744984,2015-9-15,NO,lead,energy,used,305,2004.4836015024648,57783.43098796785,189.45387209169786
2015,Turkey,Middle East & North Africa,37.850224,40.669994,2015-9-27,NO,junior,energy,premium,476,1983.354038450392,101358.6141712906,212.93826506573654
2015,Turkey,Middle East & North Africa,38.194714000000005,41.48877,2015-9-29,NO,lead,automotive,premium,502,1974.6794821987055,97734.47333041999,194.6901859171713
2015,Nigeria,Sub-Saharan Africa,8.876564,7.244026,2015-10-2,NO,senior,semiconductors,used,675,1996.1617768796455,123106.95103206635,182.38066819565387
2015,Nigeria,Sub-Saharan Africa,8.876564,7.244026,2015-10-2,YES,junior,gold,used,427,0.0,58803.903359328935,137.71405938952913
2015,Nigeria,Sub-Saharan Africa,11.796639,13.236847000000001,2015-10-15,YES,junior,energy,used,461,0.0,65934.78808371263,143.02557068050461
2015,Turkey,Middle East & North Africa,39.307355,39.438778000000006,2015-10-18,NO,junior,energy,used,409,1985.9468451479554,59700.1831804121,145.96621804501737
2015,Thailand,Southeast Asia,6.717959,101.593027,2015-10-19,NO,junior,automotive,used,452,1977.4032709494647,44871.65335648112,99.27356937274584
2015,Egypt,Middle East & North Africa,31.217343,34.10921,2015-10-21,NO,lead,automotive,used,513,1992.0582178083457,76518.49259963985,149.1588549700582
2015,Nigeria,Sub-Saharan Africa,11.838021000000001,13.187581,2015-10-23,NO,junior,semiconductors,used,595,1985.4216949536549,100149.10556516818,168.31782447927426
2015,Nigeria,Sub-Saharan Africa,9.203496000000001,12.495389999999999,2015-10-23,NO,junior,gold,used,534,1983.020855437143,67214.62716221137,125.87008831874788
2015,Egypt,Middle East & North Africa,31.132074,33.803209,2015-11-4,NO,lead,automotive,standard,356,1992.0020239586759,53140.023630234195,149.26972929841065
2015,France,Western Europe,48.863009999999996,2.370616,2015-11-13,YES,lead,energy,used,481,0.0,63170.19173195111,131.3309599416863
2015,Egypt,Middle East & North Africa,31.211512,34.15058,2015-11-23,YES,junior,energy,used,493,0.0,62305.07332121908,126.3794590694099
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-11-23,NO,senior,semiconductors,used,568,1993.4541362902783,67227.14111167575,118.35764280224605
2015,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2015-11-24,NO,VP,energy,standard,479,1996.424732589165,63903.18321702149,133.40956830275886
2015,India,South Asia,34.399607,73.86263100000001,2015-11-25,NO,lead,energy,used,429,2015.25060158293,35732.363881617246,83.29222350027331
2015,Turkey,Middle East & North Africa,37.312903000000006,40.733951,2015-12-2,NO,junior,energy,standard,498,2001.4097366928925,92049.82382895683,184.83900367260406
2015,India,South Asia,30.565059,76.00001999999999,2015-12-5,NO,junior,energy,premium,624,1992.7991576085922,94009.98692071484,150.6570303216584
2015,Nigeria,Sub-Saharan Africa,11.509748,12.978912,2015-12-10,NO,VP,gold,standard,652,1976.1904737394127,110250.61437795642,169.09603432201905
2015,Nigeria,Sub-Saharan Africa,10.989777,12.153689,2015-12-13,NO,lead,automotive,standard,587,1978.8930709047956,69644.33674691398,118.6445259742998
2015,Turkey,Middle East & North Africa,38.141225,41.012807,2015-12-15,NO,junior,automotive,standard,567,1952.3177554218717,93731.38148066087,165.31107844913734
2015,Turkey,Middle East & North Africa,40.905371,29.31686,2015-12-23,YES,junior,automotive,premium,459,0.0,56710.7160166706,123.55275820625404
2015,Nigeria,Sub-Saharan Africa,10.828152000000001,12.421752,2015-12-25,NO,lead,energy,premium,481,2001.3718333993927,57269.42155758144,119.0632464814583
2015,Nigeria,Sub-Saharan Africa,11.509748,12.978912,2015-12-27,NO,junior,automotive,used,585,1993.7338954024583,97786.44555596529,167.15631718968424
2015,Nigeria,Sub-Saharan Africa,11.831097999999999,13.150967000000001,2015-12-27,YES,senior,energy,used,430,0.0,50826.54915214949,118.20127709802208
2015,Nigeria,Sub-Saharan Africa,11.831097999999999,13.150967000000001,2015-12-28,NO,junior,energy,standard,440,2003.3697771249017,71559.18781978132,162.63451777223028
2015,Egypt,Middle East & North Africa,31.280267,34.240190999999996,2015-12-31,NO,junior,automotive,used,787,1992.542329794353,126152.40348526883,160.29530303083715
